ID,Budget_y,Genre ID,Genre Name,IMDB ID,Production Company ID,Production Company Name,Release Date,Revenue_y,Runtime,Title_y,MPAA,Running Time,Genres,Title_x,imdb_ids,Domestic Distributor,Domestic Opening,Earliest Release Date,Budget_x,domestic_revenue,international_revenue,worldwide_revenue,Release Year,Merged Budget,Merged Revenue
83770,25000000,"[12, 18]","['Adventure', 'Drama']",tt0337692,"[8372, 70, 79077, 614, 83, 10611, 346, 21914, 12467, 6274, 6705, 104, 7131]","['SPAD Films', 'American Zoetrope', 'Jerry Leider Company', 'Vanguard Films', 'France 2 Cinéma', 'Ciné+', 'VideoFilmes', 'K & S Films', 'Nomadic Pictures', 'MK2 Films', 'Film4 Productions', 'Canal+', 'France Télévisions']",5/22/12,8784318,124,On the Road,R,2 hr 4 min,Adventure Drama Romance,On the Road (2012),tt0337692,IFC Films,39550,"May 23, 2012 (France)",0,744296,8873081,9617377,2012,25000000,744296
23514,45000000,"[35, 18]","['Comedy', 'Drama']",tt0376136,"[816, 3281, 2691, 7263, 181992]","['FilmEngine', 'GK Films', 'Infinitum Nihil', 'FilmDistrict', 'Mandate International']",10/13/11,24000000,120,The Rum Diary,R,1 hr 59 min,Comedy Drama,The Rum Diary (2011),tt0376136,FilmDistrict,5135369,"October 20, 2011 (EMEA, APAC)",45000000,13109815,17025143,30134958,2011,45000000,13109815
45772,36000000,"[16, 10751]","['Animation', 'Family']",tt0377981,"[9195, 2885, 28320, 14, 181992]","['Touchstone Pictures', 'Starz Animation', 'Rocket Pictures', 'Miramax', 'Mandate International']",1/13/11,189712432,84,Gnomeo & Juliet,,1 hr 24 min,Adventure Animation Comedy Family Fantasy Musical Romance,Gnomeo & Juliet (2011),tt0377981,Walt Disney Studios Motion Pictures,25356909,"February 10, 2011 (APAC, EMEA)",0,99967670,94000000,193967670,2011,36000000,99967670
76489,30000000,[35],['Comedy'],tt0383010,"[8890, 25, 1156, 91002, 444]","['Wessler Entertainment', '20th Century Fox', 'Conundrum Entertainment', 'C3 Entertainment, Inc.', 'Dune Entertainment']",4/13/12,54819301,92,The Three Stooges,PG,1 hr 32 min,Comedy Family,The Three Stooges (2012),tt0383010,Twentieth Century Fox,17010125,"April 13, 2012 (Domestic)",30000000,44338224,10481077,54819301,2012,30000000,44338224
49529,250000000,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']",tt0401729,[2],['Walt Disney Pictures'],3/7/12,284139100,132,John Carter,PG-13,2 hr 12 min,Action Adventure Sci-Fi,John Carter (2012),tt0401729,Walt Disney Studios Motion Pictures,30180188,"March 7, 2012 (APAC, EMEA)",250000000,73078100,211061000,284139100,2012,250000000,73078100
97434,0,"[35, 80]","['Comedy', 'Crime']",tt0404978,"[5490, 7493, 13472, 13473, 57742]","['CBS Films', 'FilmNation Entertainment', 'Crime Scene Pictures', 'Michael Lobell Productions', 'ArtPhyl']",4/25/12,0,89,Gambit,PG-13,1 hr 29 min,Comedy Crime,Gambit (2012),tt0404978,,,"November 23, 2012 (United Kingdom)",0,10200000,10200000,,2012,100000,10200000
49849,163000000,"[28, 878, 53, 37]","['Action', 'Science Fiction', 'Thriller', 'Western']",tt0409847,"[7, 33, 7294, 7295, 23, 7296, 7297, 124910]","['DreamWorks Pictures', 'Universal Pictures', 'Reliance Entertainment', 'Relativity Media', 'Imagine Entertainment', 'K/O Paper Products', 'Fairview Entertainment', 'Platinum Studios']",7/29/11,174822325,119,Cowboys & Aliens,PG-13,1 hr 59 min,Action Drama Sci-Fi Thriller Western,Cowboys & Aliens (2011),tt0409847,Universal Pictures,36431290,"July 29, 2011 (Domestic)",163000000,100240551,74581774,174822325,2011,163000000,100240551
77883,14000000,"[27, 53]","['Horror', 'Thriller']",tt0431021,"[768, 22637, 1632]","['Ghost House Pictures', 'North Box Productions', 'Lionsgate']",8/30/12,85446075,92,The Possession,PG-13,1 hr 32 min,Horror Mystery Thriller,The Possession (2012),tt0431021,Lions Gate Films,17732480,"August 30, 2012 (6 markets)",14000000,49130154,36315921,85446075,2012,14000000,49130154
39254,110000000,"[28, 878, 18]","['Action', 'Science Fiction', 'Drama']",tt0433035,"[9195, 11395, 12087, 76067, 76043, 7, 7294, 2575]","['Touchstone Pictures', 'ImageMovers', 'Angry Films', 'Kontsept Film Company', 'Revolution Sun Studios', 'DreamWorks Pictures', 'Reliance Entertainment', '21 Laps Entertainment']",9/28/11,299268508,127,Real Steel,PG-13,2 hr 7 min,Action Drama Sci-Fi Sport,Real Steel (2011),tt0433035,Walt Disney Studios Motion Pictures,27319677,"October 5, 2011 (Egypt)",0,85468508,213800000,299268508,2011,110000000,85468508
72976,65000000,"[36, 18]","['History', 'Drama']",tt0443272,"[7, 56, 444, 862, 6735, 7294, 25]","['DreamWorks Pictures', 'Amblin Entertainment', 'Dune Entertainment', 'The Kennedy/Marshall Company', 'Participant', 'Reliance Entertainment', '20th Century Fox']",11/9/12,275293450,149,Lincoln,PG-13,2 hr 30 min,Biography Drama History War,Lincoln (2012),tt0443272,Walt Disney Studios Motion Pictures,944308,"November 9, 2012 (Domestic)",65000000,182207973,93085477,275293450,2012,65000000,182207973
70736,0,"[18, 10749]","['Drama', 'Romance']",tt0448022,[],[],9/23/11,0,99,A Bird of the Air,PG-13,1 hr 48 min,Drama Romance,A Bird of the Air (2011),tt0448022,Paladin,3819,"September 23, 2011 (Domestic)",0,10152,10152,,2011,100000,10152
417859,130000000,"[16, 10751, 14, 12, 35]","['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']",tt0448694,"[521, 4]","['DreamWorks Animation', 'Paramount']",10/27/11,554987477,90,Puss in Boots,PG,1 hr 30 min,Action Adventure Animation Comedy Family Fantasy Mystery Romance,Puss in Boots (2011),tt0448694,DreamWorks,34077439,"October 27, 2011 (EMEA, APAC)",130000000,149260504,405726973,554987477,2011,130000000,149260504
87827,120000000,"[12, 18]","['Adventure', 'Drama']",tt0454876,"[711, 444, 290, 13480, 32555, 2807]","['Fox 2000 Pictures', 'Dune Entertainment', 'Ingenious Media', 'Haishang Films', 'Netter Productions', 'India Take One Productions']",11/20/12,609016565,127,Life of Pi,PG,2 hr 7 min,Adventure Drama Fantasy,Life of Pi (2012),tt0454876,Twentieth Century Fox,22451514,"November 21, 2012 (Domestic)",120000000,124987023,484029542,609016565,2012,120000000,124987023
78571,0,[18],['Drama'],tt0455323,"[10146, 1473, 11391, 18479]","['Focus Features', 'Depth of Field', 'Tribeca Productions', 'Corduroy Films']",3/2/12,540152,102,Being Flynn,R,1 hr 42 min,Drama,Being Flynn (2012),tt0455323,Focus Features,43990,"March 2, 2012 (Domestic)",0,540152,442972,983124,2012,100000,540152
1771,140000000,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']",tt0458339,[420],['Marvel Studios'],7/22/11,370569774,124,Captain America: The First Avenger,PG-13,2 hr 4 min,Action Adventure Sci-Fi,Captain America: The First Avenger (2011),tt0458339,Paramount Pictures,65058524,"July 22, 2011 (EMEA, Domestic)",140000000,176654505,193915269,370569774,2011,140000000,176654505
44754,14000000,[18],['Drama'],tt0466893,"[43, 10161, 258, 932]","['Fox Searchlight Pictures', 'Gilbert Films', 'Scott Rudin Productions', 'Mirage Enterprises']",9/30/11,46495,150,Margaret,R,2 hr 30 min,Drama,Margaret (2011),tt0466893,Fox Searchlight,7525,"September 30, 2011 (Domestic)",14000000,46495,518369,564864,2011,14000000,46495
59108,75000000,"[28, 35]","['Action', 'Comedy']",tt0471042,"[33, 3086, 7295, 12007]","['Universal Pictures', 'Image Entertainment', 'Relativity Media', 'RAT Entertainment']",11/2/11,152930623,104,Tower Heist,PG-13,1 hr 44 min,Action Comedy Crime,Tower Heist (2011),tt0471042,Universal Pictures,24025190,"November 3, 2011 (APAC, EMEA)",75000000,78046570,74884053,152930623,2011,75000000,78046570
41513,110000000,"[16, 10751, 12, 35, 14]","['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",tt0472181,"[2251, 7311, 5, 34]","['Sony Pictures Animation', 'Kerner Entertainment Company', 'Columbia Pictures', 'Sony Pictures']",7/29/11,563749323,103,The Smurfs,PG,1 hr 43 min,Adventure Comedy Family Fantasy,The Smurfs (2011),tt0472181,Sony Pictures Entertainment (SPE),35611637,"July 27, 2011 (LATAM)",110000000,142614158,421135165,563749323,2011,110000000,142614158
27582,40000000,"[28, 53, 80]","['Action', 'Thriller', 'Crime']",tt0472399,"[22035, 5490, 1020, 925, 8880]","['Scared Productions', 'CBS Films', 'Millennium Media', 'Nu Image', 'Winkler Films']",1/13/11,51070807,93,The Mechanic,R,1 hr 33 min,Action Crime Thriller,The Mechanic (2011),tt0472399,CBS Films,11422006,"January 27, 2011 (APAC, EMEA)",40000000,29121498,47008595,76130093,2011,40000000,29121498
64685,40000000,[18],['Drama'],tt0477302,"[4, 258, 174]","['Paramount', 'Scott Rudin Productions', 'Warner Bros. Pictures']",12/25/11,55247881,129,Extremely Loud & Incredibly Close,PG-13,2 hr 9 min,Adventure Drama Mystery,Extremely Loud & Incredibly Close (2011),tt0477302,Warner Bros.,72348,"December 25, 2011 (Domestic)",0,31847881,23400000,55247881,2011,40000000,31847881
8967,32000000,"[18, 14]","['Drama', 'Fantasy']",tt0478304,"[81, 1246, 109523]","['Plan B Entertainment', 'River Road Entertainment', 'Brace Cove Productions']",5/17/11,54674226,139,The Tree of Life,PG-13,2 hr 19 min,Drama Fantasy,The Tree of Life (2011),tt0478304,Fox Searchlight,372920,"May 18, 2011 (EMEA)",32000000,13303319,45105928,58409247,2011,32000000,13303319
23047,40000000,"[12, 14, 28]","['Adventure', 'Fantasy', 'Action']",tt0479997,"[507, 7295, 181992]","['Atlas Entertainment', 'Relativity Media', 'Mandate International']",1/7/11,91627228,95,Season of the Witch,PG-13,1 hr 35 min,Action Adventure Fantasy,Season of the Witch (2011),tt0479997,Relativity Media,10612375,"January 6, 2011 (APAC, EMEA)",40000000,24827228,66800000,91627228,2011,40000000,24827228
56780,15000000,"[18, 53, 878, 9648]","['Drama', 'Thriller', 'Science Fiction', 'Mystery']",tt0480239,[187461],['Harmon Kaslow & John Aglialoro Productions'],4/14/11,4627375,97,Atlas Shrugged: Part I,PG-13,1 hr 37 min,Drama Mystery Sci-Fi,Atlas Shrugged: Part I (2011),tt0480239,Rocky Mountain Pictures,1677000,"April 15, 2011 (Domestic)",20000000,4627375,4627375,,2011,20000000,4627375
48988,36000000,"[35, 10749]","['Comedy', 'Romance']",tt0480687,"[12, 1156]","['New Line Cinema', 'Conundrum Entertainment']",2/25/11,83200000,105,Hall Pass,R,1 hr 45 min,Comedy Romance,Hall Pass (2011),tt0480687,Warner Bros.,13535374,"February 25, 2011 (Domestic)",36000000,45060734,41096503,86157237,2011,36000000,45060734
72431,58000000,"[18, 28, 12, 36, 10752]","['Drama', 'Action', 'Adventure', 'History', 'War']",tt0485985,[1],['Lucasfilm Ltd.'],1/19/12,50365377,125,Red Tails,PG-13,2 hr 5 min,Action Drama History War,Red Tails (2012),tt0485985,Twentieth Century Fox,18782154,"January 20, 2012 (Domestic)",58000000,49876377,489121,50365498,2012,58000000,49876377
49022,35000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt0491152,"[38010, 1088, 38011, 174, 491]","['Wild Ocean Films', 'Alcon Entertainment', '2S Films', 'Warner Bros. Pictures', 'Summit Entertainment']",5/5/11,65090821,112,Something Borrowed,PG-13,1 hr 52 min,Comedy Drama Romance,Something Borrowed (2011),tt0491152,Warner Bros.,13945368,"May 5, 2011 (APAC, EMEA)",35000000,39046489,26053880,65100369,2011,35000000,39046489
126955,0,[],[],tt0495024,[10386],['Miracon Pictures'],10/26/12,0,107,Bad Blood... the Hunger,R,1 hr 47 min,Horror Mystery Romance Thriller,Bad Blood (2012),tt0495024,Gravity Arch,1872,"October 26, 2012 (Domestic)",0,3731,3731,,2012,100000,3731
72358,40000000,"[18, 35]","['Drama', 'Comedy']",tt0763831,"[4, 831, 6024, 7]","['Paramount', 'Saturn Films', 'Varsity Pictures', 'DreamWorks Pictures']",3/7/12,22044277,91,A Thousand Words,PG-13,1 hr 31 min,Comedy Drama Fantasy,A Thousand Words (2012),tt0763831,DreamWorks,6176280,"February 12, 2010 (Norway)",40000000,18450127,3594150,22044277,2012,40000000,18450127
63492,20000000,"[35, 10749]","['Comedy', 'Romance']",tt0770703,"[508, 10104, 1836, 25]","['Regency Enterprises', 'New Regency Pictures', 'Contrafilm', '20th Century Fox']",9/30/11,30426096,106,What's Your Number?,R,1 hr 46 min,Comedy Romance,What's Your Number? (2011),tt0770703,Twentieth Century Fox,5421669,"September 29, 2011 (APAC, EMEA)",20000000,14011084,16415012,30426096,2011,20000000,14011084
89708,4000000,[99],['Documentary'],tt0770802,"[10986, 4748]","['Magidson Films', 'Oscilloscope']",9/16/11,0,102,Samsara,PG-13,1 hr 42 min,Documentary Music,Samsara (2011),tt0770802,Oscilloscope,76222,"August 23, 2012 (Germany)",0,2672413,1754031,4426444,2011,4000000,2672413
64690,15000000,"[18, 53, 80]","['Drama', 'Thriller', 'Crime']",tt0780504,"[7263, 2266, 2527, 3263, 11337, 46625]","['FilmDistrict', 'Bold Films', 'Marc Platt Productions', 'OddLot Entertainment', 'Motel Movies', 'Newbridge Film Capital']",9/15/11,78054825,100,Drive,R,1 hr 40 min,Action Drama,Drive (2011),tt0780504,FilmDistrict,11340461,"September 15, 2011 (EMEA)",15000000,35061555,43653415,78714970,2011,15000000,35061555
77068,0,"[27, 28, 12]","['Horror', 'Action', 'Adventure']",tt0780645,[1269],['Momentum Films'],10/22/11,0,86,War of the Dead,,1 hr 26 min,Action Adventure Horror Sci-Fi Thriller,War of the Dead (2011),tt0780645,,,"May 4, 2012 (Finland)",0,58285,58285,,2011,100000,58285
121791,0,[18],['Drama'],tt0787442,"[26889, 5609, 11199, 26890, 10611, 26891, 104]","['Fresco Films', '3B Productions', 'SCOPE Pictures', 'Douri Films', 'Ciné+', 'Random House Films', 'Canal+']",9/1/12,0,102,The Attack,R,1 hr 42 min,Crime Drama Mystery War,The Attack (2012),tt0787442,Cohen Media Group,27379,"March 14, 2013 (Greece)",0,1720325,419191,2139516,2012,100000,1720325
75780,60000000,"[80, 18, 53, 28]","['Crime', 'Drama', 'Thriller', 'Action']",tt0790724,"[82819, 128585, 128586, 21777, 117362, 4]","['Skydance', 'H2L Media ""AKA"" Mutual Film Company', 'H2L Media Group', 'TC Productions', 'Mutual Films', 'Paramount']",12/20/12,218340595,130,Jack Reacher,PG-13,2 hr 10 min,Action Mystery Thriller,Jack Reacher (2012),tt0790724,Paramount Pictures,15210156,"December 20, 2012 (APAC, EMEA)",60000000,80070736,138269859,218340595,2012,60000000,80070736
10195,150000000,"[12, 14, 28]","['Adventure', 'Fantasy', 'Action']",tt0800369,[420],['Marvel Studios'],4/21/11,449326618,115,Thor,PG-13,1 hr 55 min,Action Fantasy,Thor (2011),tt0800369,Paramount Pictures,65723338,"April 21, 2011 (Australia)",150000000,181030624,268295994,449326618,2011,150000000,181030624
66125,0,"[18, 35, 10751]","['Drama', 'Comedy', 'Family']",tt0803061,"[7887, 7888, 53042, 7584, 46381, 2806]","['Endymion Films', 'ScreenWest', 'Woss Group Film Productions', 'Screen Australia', 'Essential Entertainment', 'South Australian Film Corporation']",8/4/11,0,92,Red Dog,PG,1 hr 32 min,Biography Comedy Drama Family Romance,Red Dog (2011),tt0803061,,,"August 4, 2011 (Australia)",0,21185724,21185724,,2011,100000,21185724
201365,0,"[18, 10749]","['Drama', 'Romance']",tt0810772,"[1472, 2460, 21327]","['Delux Productions', 'B.D.S. Productions', 'TNVO']",11/29/12,0,124,Belle du Seigneur,,1 hr 44 min,Drama Romance,Belle Du Seigneur (2012),tt0810772,,,"November 29, 2012 (Russia/CIS)",0,408909,408909,,2012,100000,408909
71880,79000000,[35],['Comedy'],tt0810913,"[8000, 5, 878]","['Broken Road Productions', 'Columbia Pictures', 'Happy Madison Productions']",11/11/11,149673788,91,Jack and Jill,PG,1 hr 31 min,Comedy,Jack and Jill (2011),tt0810913,Sony Pictures Entertainment (SPE),25003575,"November 11, 2011 (Domestic, LATAM)",79000000,74158157,75515631,149673788,2011,79000000,74158157
50725,19000000,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt0810922,"[134, 23, 7295, 19855, 181992]","['Rogue Pictures', 'Imagine Entertainment', 'Relativity Media', 'Internationale Filmproduktion Blackbird Dritte', 'Mandate International']",3/4/11,6928068,97,Take Me Home Tonight,R,1 hr 54 min,Comedy Drama Romance,Take Me Home Tonight (2011),tt0810922,Relativity Media,3464679,"March 4, 2011 (Domestic)",0,6928068,622005,7550073,2011,19000000,6928068
96987,0,[35],['Comedy'],tt0811137,[1974],['Duplass Brothers Productions'],7/6/12,0,76,The Do-Deca-Pentathlon,R,1 hr 30 min,Comedy Sport,The Do-Deca-Pentathlon (2012),tt0811137,Red Flag Releasing,10000,"July 6, 2012 (Domestic)",0,10000,10000,,2012,100000,10000
37430,90000000,"[12, 14, 28]","['Adventure', 'Fantasy', 'Action']",tt0816462,"[552, 925, 6819, 7636, 25673, 1020]","['Dark Horse Entertainment', 'Nu Image', 'Paradox Entertainment', 'Nimar Studios', 'Cinema Vehicle Services', 'Millennium Media']",8/17/11,63523283,113,Conan the Barbarian,R,1 hr 53 min,Action Adventure Fantasy,Conan the Barbarian (2011),tt0816462,Lions Gate Films,10021215,"August 17, 2011 (EMEA, APAC)",90000000,21295021,42228262,63523283,2011,90000000,21295021
38321,60000000,"[28, 14, 27, 53]","['Action', 'Fantasy', 'Horror', 'Thriller']",tt0822847,"[11370, 8931, 22641, 11250, 3287]","['Michael De Luca Productions', 'Stars Road Entertainment', 'TOKYOPOP', 'Buckaroo Entertainment', 'Screen Gems']",5/5/11,78309131,87,Priest,PG-13,1 hr 27 min,Action Fantasy Horror Sci-Fi Thriller,Priest (2011),tt0822847,Screen Gems,14953664,"May 6, 2011 (EMEA)",60000000,29137000,49172505,78309505,2011,60000000,29137000
46429,17000000,"[28, 27, 37]","['Action', 'Horror', 'Western']",tt0829176,[15948],['Boundless Pictures'],10/27/12,0,90,Gallowwalkers,R,1 hr 32 min,Action Adventure Fantasy Horror Thriller Western,Gallowwalkers (2012),tt0829176,,,"November 28, 2013 (United Arab Emirates)",0,141696,141696,,2012,17000000,141696
98066,0,[35],['Comedy'],tt0835418,"[3172, 7625, 84640]","['Blumhouse Productions', 'Automatik Entertainment', 'Duck Attack Films']",8/3/12,0,98,The Babymakers,R,1 hr 35 min,Comedy,The Babymakers (2012),tt0835418,Millennium Entertainment,5215,"August 3, 2012 (Domestic)",0,7889,467622,475511,2012,100000,7889
76492,85000000,"[16, 35, 10751, 14]","['Animation', 'Comedy', 'Family', 'Fantasy']",tt0837562,"[5, 2251]","['Columbia Pictures', 'Sony Pictures Animation']",9/20/12,358375603,91,Hotel Transylvania,PG,1 hr 31 min,Adventure Animation Comedy Family Fantasy Horror Romance,Hotel Transylvania (2012),tt0837562,Sony Pictures Entertainment (SPE),42522194,"September 20, 2012 (Australia)",85000000,148313048,210062555,358375603,2012,85000000,148313048
57089,30000000,"[35, 16, 10751]","['Comedy', 'Animation', 'Family']",tt0844993,"[7580, 152576, 10280, 308]","['Kanbar Entertainment', 'Kanbar Animation', 'Arc Productions', 'The Weinstein Company']",4/29/11,13521829,86,Hoodwinked Too! Hood VS. Evil,PG,1 hr 27 min,Adventure Animation Comedy Crime Family Fantasy Mystery,Hoodwinked 2: Hood vs. Evil (2011),tt0844993,The Weinstein Company,4108630,"April 21, 2011 (Hong Kong)",0,10143779,13696571,23840350,2011,30000000,10143779
24428,220000000,"[878, 28, 12]","['Science Fiction', 'Action', 'Adventure']",tt0848228,[420],['Marvel Studios'],4/25/12,1518815515,143,The Avengers,PG-13,2 hr 23 min,Action Sci-Fi,The Avengers (2012),tt0848228,Walt Disney Studios Motion Pictures,207438708,"April 25, 2012 (EMEA, APAC)",220000000,623357910,897180626,1520538536,2012,220000000,623357910
105531,0,"[18, 27, 10749]","['Drama', 'Horror', 'Romance']",tt0850677,"[58550, 17837]","['DeerJen', 'RCR Media Group']",11/2/12,0,110,Jack & Diane,R,1 hr 45 min,Drama Horror Romance,Jack & Diane (2012),tt0850677,Magnolia Pictures,294,"November 2, 2012 (Domestic)",0,1142,1142,,2012,100000,1142
223605,0,"[16, 12, 35]","['Animation', 'Adventure', 'Comedy']",tt0851471,[],[],4/13/12,0,76,Sir Billi,,1 hr 16 min,Adventure Animation Comedy Family,Sir Billi (2012),tt0851471,,,"October 3, 2013 (United Arab Emirates)",0,15838,15838,,2012,100000,15838
116613,3730500,"[28, 80]","['Action', 'Crime']",tt0857190,"[10393, 22789, 10896]","['Vertigo Films', 'Embargo Films', 'Exponential Films']",9/11/12,6294161,112,The Sweeney,R,1 hr 52 min,Action Crime Drama,The Sweeney (2012),tt0857190,Entertainment One,20321,"September 14, 2012 (United Kingdom)",0,26650,7681662,7708312,2012,3730500,26650
630305,0,"[18, 35]","['Drama', 'Comedy']",tt0858500,"[10063, 10062]","['Wide Blue Films', 'Euromax Filmproduction']",5/25/12,0,89,Wide Blue Yonder,,1 hr 28 min,Comedy Drama,All at Sea (2010),tt0858500,,,"May 25, 2012 (Norway)",0,87591,87591,,2012,100000,87591
112161,0,"[35, 10749]","['Comedy', 'Romance']",tt0865561,"[24269, 107481]","['Secret Identity Productions', 'Steakhaus Productions']",6/1/12,0,95,6 Month Rule,R,1 hr 40 min,Comedy,6 Month Rule (2011),tt0865561,Secret Identity Productions,1963,"June 1, 2012 (Domestic)",0,14057,14057,,2012,100000,14057
48572,4000000,"[27, 28, 53]","['Horror', 'Action', 'Thriller']",tt0873886,"[13642, 7785, 9081, 16934]","['SModcast Pictures', 'NVSH Productions', 'Phase 4 Films', 'View Askew Productions']",8/19/11,1104682,88,Red State,R,1 hr 28 min,Action Crime Horror Thriller,Red State (2011),tt0873886,SModcast Pictures,204230,"March 5, 2011 (Domestic)",0,1104682,769778,1874460,2011,4000000,1104682
220746,0,"[35, 10749]","['Comedy', 'Romance']",tt0878814,"[5698, 22539]","['Oops Doughnuts Productions', 'Tooley Productions']",4/26/12,0,90,Jewtopia,,1 hr 30 min,Comedy Romance,Jewtopia (2012),tt0878814,Le Petit Canyon,26371,"September 20, 2013 (Domestic)",0,46437,41890,88327,2012,100000,46437
48340,30000000,"[28, 53]","['Action', 'Thriller']",tt0881320,"[33, 7295, 5703, 19960, 6490, 19961]","['Universal Pictures', 'Relativity Media', 'Wayfare Entertainment', 'Great Wight Productions/ Osford Films', 'Sanctum Australia', 'Start Motion Pictures']",2/3/11,108609310,108,Sanctum,R,1 hr 48 min,Action Adventure Drama Thriller,Sanctum (2011),tt0881320,Universal Pictures,9447930,"March 31, 2010 (Singapore)",30000000,23209310,85400000,108609310,2011,30000000,23209310
50217,0,"[35, 18, 10749]","['Comedy', 'Drama', 'Romance']",tt0893412,"[1575, 3263, 20911, 35881, 58399]","['Lewis Gilbert Productions', 'OddLot Entertainment', 'Televisa', 'Hyperion Films', 'Pantelion Films']",1/28/11,4072098,107,From Prada to Nada,PG-13,1 hr 47 min,Action Comedy Drama Romance,From Prada to Nada (2011),tt0893412,Lions Gate Films,1115638,"January 28, 2011 (Domestic)",0,3033623,1038475,4072098,2011,100000,3033623
49051,250000000,"[12, 14, 28]","['Adventure', 'Fantasy', 'Action']",tt0903624,"[174, 21, 12, 11]","['Warner Bros. Pictures', 'Metro-Goldwyn-Mayer', 'New Line Cinema', 'WingNut Films']",12/12/12,1021103568,169,The Hobbit: An Unexpected Journey,PG-13,2 hr 49 min,Adventure Fantasy,The Hobbit: An Unexpected Journey (2012),tt0903624,Warner Bros.,84617303,"December 12, 2012 (EMEA, APAC)",0,303030651,714000000,1017030651,2012,250000000,303030651
60935,35000000,"[27, 878, 9648, 53]","['Horror', 'Science Fiction', 'Mystery', 'Thriller']",tt0905372,"[33, 10210, 655]","['Universal Pictures', 'Morgan Creek', 'Strike Entertainment']",10/12/11,31505287,103,The Thing,R,1 hr 43 min,Horror Mystery Sci-Fi,The Thing (2011),tt0905372,Universal Pictures,8493665,"October 12, 2011 (France)",38000000,16928670,14576617,31505287,2011,38000000,16928670
48751,0,"[28, 53]","['Action', 'Thriller']",tt0929742,[2950],['Bigfoot Entertainment'],4/22/11,0,86,Deep Gold,PG-13,1 hr 26 min,Action,Deep Gold 3D (2011),tt0929742,Bigfoot Ascendant,7000,"April 22, 2011 (Domestic)",0,12000,9868,21868,2011,100000,12000
61012,20000000,"[53, 27, 9648]","['Thriller', 'Horror', 'Mystery']",tt0938330,"[55914, 342, 104449, 181992, 10427]","['Konami', 'Davis Films', 'Silent Hill 2 DCP', 'Mandate International', 'Open Road Films']",10/10/12,55362705,94,Silent Hill: Revelation 3D,R,1 hr 35 min,Horror Mystery Thriller,Silent Hill: Revelation (2012),tt0938330,Open Road Films (II),8023036,"November 2, 2011 (Poland)",20000000,17529157,37833548,55362705,2012,20000000,17529157
45612,32000000,"[53, 878, 9648]","['Thriller', 'Science Fiction', 'Mystery']",tt0945513,"[1557, 7460, 491, 694]","['The Mark Gordon Company', 'Vendôme Pictures', 'Summit Entertainment', 'StudioCanal']",3/30/11,147332697,94,Source Code,PG-13,1 hr 33 min,Action Drama Mystery Sci-Fi Thriller,Source Code (2011),tt0945513,Summit Entertainment,14812094,"March 30, 2011 (Egypt)",32000000,54712227,92620470,147332697,2011,32000000,54712227
1930,215000000,"[28, 12, 14]","['Action', 'Adventure', 'Fantasy']",tt0948470,"[7505, 326, 5, 53462, 14439]","['Marvel Entertainment', 'Laura Ziskin Productions', 'Columbia Pictures', 'Matt Tolmach Productions', 'Arad Productions']",6/23/12,757930663,136,The Amazing Spider-Man,PG-13,2 hr 16 min,Action Adventure Sci-Fi,The Amazing Spider-Man (2012),tt0948470,Sony Pictures Entertainment (SPE),62004688,"June 28, 2012 (EMEA, APAC)",230000000,262030663,495900000,757930663,2012,230000000,262030663
60309,25000000,"[80, 18, 36]","['Crime', 'Drama', 'History']",tt0968264,"[316, 38272]","['Wildwood Enterprises', 'The American Film Company']",4/15/11,15478800,122,The Conspirator,PG-13,2 hr 2 min,Crime Drama History,The Conspirator (2010),tt0968264,Roadside Attractions,3506602,"April 15, 2011 (Domestic)",25000000,11538204,4087340,15625544,2011,25000000,11538204
44826,170000000,"[12, 18, 10751]","['Adventure', 'Drama', 'Family']",tt0970179,"[4, 2691, 3281, 181992]","['Paramount', 'Infinitum Nihil', 'GK Films', 'Mandate International']",11/22/11,185770160,126,Hugo,PG,2 hr 6 min,Adventure Drama Family Fantasy Mystery,Hugo (2011),tt0970179,Paramount Pictures,11364505,"November 23, 2011 (Domestic)",0,73864507,111905803,185770310,2011,170000000,73864507
112336,15700000,[18],['Drama'],tt0975645,"[2363, 2364]","['Cold Spring Pictures', 'The Montecito Picture Company']",11/22/12,23570541,98,Hitchcock,PG-13,1 hr 38 min,Biography Drama Romance,Hitchcock (2012),tt0975645,Fox Searchlight,287715,"November 23, 2012 (Domestic)",0,6008677,21030992,27039669,2012,15700000,6008677
23629,82000000,"[28, 14, 53]","['Action', 'Fantasy', 'Thriller']",tt0978764,"[923, 22119, 174, 9995]","['Legendary Pictures', 'Lennox House Films', 'Warner Bros. Pictures', 'Cruel & Unusual Films']",3/24/11,89792502,110,Sucker Punch,PG-13,1 hr 50 min,Action Adventure Fantasy,Sucker Punch (2011),tt0978764,Warner Bros.,19058199,"March 24, 2011 (12 markets)",82000000,36392502,53400000,89792502,2011,82000000,36392502
